,0
2020-03-17,919.0687691297313
2020-03-18,943.7740657952359
2020-03-19,898.4230613012329
2020-03-20,883.6141077604037
2020-03-21,947.6446215075988
2020-03-22,1016.1503442907087
2020-03-23,1055.999889560095
2020-03-24,1035.891098149741
2020-03-25,1078.8769616240595
2020-03-26,1142.9366285248977
2020-03-27,1007.6428579483348
2020-03-28,1109.323570362708
2020-03-29,1147.5488836483871
2020-03-30,1041.7084899559572
2020-03-31,998.0167417769679
2020-04-01,972.8460990557774
2020-04-02,900.5943877279484
2020-04-03,909.3266237239819
2020-04-04,824.5114921761351
2020-04-05,911.497078249346
2020-04-06,859.1345005172114
2020-04-07,881.7529667352495
2020-04-08,1020.6296617255102
2020-04-09,1108.987293696131
2020-04-10,1137.9942623339073
2020-04-11,1226.8276106647588
2020-04-12,1293.9053751304418
2020-04-13,1274.2779280359675
2020-04-14,1256.3323483363263
2020-04-15,1217.5644227815426
2020-04-16,1232.0020471728046
2020-04-17,1159.340323003648
2020-04-18,1174.3773939990508
2020-04-19,1164.996788092686
2020-04-20,1127.1023123781245
2020-04-21,1079.8640874048933
2020-04-22,1040.0838465853576
2020-04-23,968.5091244574461
2020-04-24,1011.4436496408016
2020-04-25,1136.2991025066633
2020-04-26,1227.2277642988727
2020-04-27,1228.773778574661
2020-04-28,1202.0354734237208
2020-04-29,1269.7946693551892
2020-04-30,1239.942092657923
2020-05-01,1207.2562452827085
2020-05-02,1251.8769106380291
2020-05-03,1193.8434736729578
2020-05-04,1267.2268985835046
2020-05-05,1303.3532948092045
2020-05-06,1292.6869543700934
2020-05-07,1283.4211815429987
2020-05-08,1170.1700848668133
2020-05-09,1244.5342976174973
2020-05-10,1342.3960914249226
2020-05-11,1249.1386084102949
2020-05-12,1293.15006250295
2020-05-13,1302.6910444590312
2020-05-14,1268.535243056804
2020-05-15,1357.4451498757983
2020-05-16,1270.6308963078727
2020-05-17,1270.0509232572908
2020-05-18,1265.6508916426646
2020-05-19,1247.35885215656
2020-05-20,1410.2168989397903
2020-05-21,1364.064923580824
2020-05-22,1306.4924513486408
2020-05-23,1343.6411020322646
2020-05-24,1363.2452916075756
2020-05-25,1340.889863327004
2020-05-26,1325.7205174507242
2020-05-27,1271.0133164387605
2020-05-28,1341.5585342451775
2020-05-29,1358.0018092180817
2020-05-30,1306.9525535995056
2020-05-31,1239.8644091131994
2020-06-01,1109.6297428950688
2020-06-02,1094.5843952838168
2020-06-03,1164.290745258014
2020-06-04,1087.8904462385283
2020-06-05,1100.4670909115541
2020-06-06,1187.269805663861
2020-06-07,1206.4744818277306
2020-06-08,1207.7952911297969
2020-06-09,1130.2484242466844
2020-06-10,1078.3191596388908
2020-06-11,1186.2724921622805
2020-06-12,1241.479502354563
2020-06-13,1325.420751562321
2020-06-14,1334.2902603721466
2020-06-15,1307.3540431489703
2020-06-16,1400.0654392561873
2020-06-17,1420.4484183060242
2020-06-18,1358.557262315084
2020-06-19,1329.4891120232398
2020-06-20,1371.021703640301
2020-06-21,1423.3649507235698
2020-06-22,1454.8050409974212
2020-06-23,1384.5090514015226
2020-06-24,1342.4267001134137
2020-06-25,1288.133018585709
2020-06-26,1264.0374628670058
2020-06-27,1270.4385642376867
2020-06-28,1278.954495660676
2020-06-29,1236.1331053825827
2020-06-30,1287.856467963872
2020-07-01,1337.3524249848326
2020-07-02,1312.5500019835185
2020-07-03,1368.132440822288
2020-07-04,1472.0767871570697
2020-07-05,1556.8233944635892
2020-07-06,1586.0804909563474
2020-07-07,1532.5745295319377
2020-07-08,1595.852549268835
2020-07-09,1562.1417949660838
2020-07-10,1493.3597681919716
2020-07-11,1516.089835671022
2020-07-12,1473.608997686576
2020-07-13,1411.558055970343
2020-07-14,1381.9322661925887
2020-07-15,1285.7032638825062
2020-07-16,1212.9283824509903
2020-07-17,1132.5367945769078
2020-07-18,1071.3238715580367
2020-07-19,1130.9396624232274
2020-07-20,1140.8848002117563
2020-07-21,1195.0887072559196
2020-07-22,1183.2939453113413
2020-07-23,1206.7177689524217
2020-07-24,1137.4484235967805
2020-07-25,1226.4552805780866
2020-07-26,1307.476149488138
2020-07-27,1368.5526758820722
2020-07-28,1431.754698082522
2020-07-29,1448.7145826551468
2020-07-30,1484.9128115513386
2020-07-31,1509.5840861319384
2020-08-01,1431.338124007653
2020-08-02,1379.7727244089738
2020-08-03,1441.9109494625036
2020-08-04,1442.8678153354133
2020-08-05,1547.2408313687338
2020-08-06,1461.8872736578576
2020-08-07,1435.5533782147531
2020-08-08,1416.2925284390765
2020-08-09,1378.522938236777
2020-08-10,1395.841424524979
2020-08-11,1351.165980752856
2020-08-12,1376.4990265129163
2020-08-13,1409.6386125093734
2020-08-14,1450.475255026561
2020-08-15,1485.7415497189847
2020-08-16,1496.454321616134
2020-08-17,1514.1193521252244
2020-08-18,1568.573044706638
2020-08-19,1576.6892102060622
2020-08-20,1564.1525499454322
2020-08-21,1537.9471034515955
2020-08-22,1558.3709977610986
2020-08-23,1545.7115553526498
2020-08-24,1490.0559895107351
2020-08-25,1576.2629242350383
2020-08-26,1508.0282444525164
2020-08-27,1487.1747967913695
2020-08-28,1460.8896558391662
2020-08-29,1449.9391663709878
2020-08-30,1387.5559659854146
2020-08-31,1400.8841937820787
2020-09-01,1475.0265858136936
2020-09-02,1543.0349275272818
2020-09-03,1432.1873539339638
2020-09-04,1492.2498094245968
2020-09-05,1474.2334708579929
2020-09-06,1406.346312424862
2020-09-07,1465.5711411124014
2020-09-08,1538.4907558110474
2020-09-09,1557.4605065270214
2020-09-10,1499.9490976382829
2020-09-11,1552.7717836146012
2020-09-12,1583.3334633929765
2020-09-13,1664.2768937044793
2020-09-14,1614.282020804303
2020-09-15,1680.704436368783
2020-09-16,1728.9481769278216
2020-09-17,1806.095360697516
2020-09-18,1783.997613153696
2020-09-19,1798.1212510620571
2020-09-20,1761.2958684488724
2020-09-21,1736.1245080948302
2020-09-22,1715.7033108371377
2020-09-23,1753.2014741336798
2020-09-24,1727.6334334005194
2020-09-25,1563.9248362553606
2020-09-26,1580.0006603613592
2020-09-27,1528.7771517047158
2020-09-28,1502.1704549303558
2020-09-29,1464.0200481192423
2020-09-30,1535.1235857672248
2020-10-01,1529.0435664664599
2020-10-02,1476.3082832505231
2020-10-03,1491.0949468895185
2020-10-04,1586.7644802373707
2020-10-05,1590.2091620215463
2020-10-06,1571.7149592974417
2020-10-07,1629.8468048320437
2020-10-08,1591.3536631830902
2020-10-09,1670.4690111459429
2020-10-10,1710.7404164869815
2020-10-11,1684.7307040874928
2020-10-12,1635.675118455847
2020-10-13,1672.7444636290356
2020-10-14,1718.2863680842065
2020-10-15,1773.7352705896712
2020-10-16,1841.8879528202722
2020-10-17,1842.0110592827662
2020-10-18,1838.183293750036
2020-10-19,1898.1665567037578
2020-10-20,1921.476003958265
2020-10-21,1991.2781732760786
2020-10-22,1936.6122348134916
2020-10-23,1982.542712342837
2020-10-24,2059.4396476022825
2020-10-25,2065.1086977685623
2020-10-26,2066.0601378204374
2020-10-27,2034.7334284662156
2020-10-28,1985.179409971226
2020-10-29,1971.8767932346093
2020-10-30,2074.9906358651483
2020-10-31,2067.725729964424
2020-11-01,2000.3341269903476
2020-11-02,1979.9197823860407
2020-11-03,2041.010955075386
2020-11-04,2053.4892696193506
2020-11-05,2005.0459082259833
2020-11-06,1958.7753396413907
2020-11-07,2111.2872422470477
2020-11-08,2107.4478159737987
2020-11-09,2111.2219616910793
2020-11-10,2204.0791259820166
2020-11-11,2177.484781016471
2020-11-12,2149.7920063881224
2020-11-13,2241.532888251354
2020-11-14,2247.080185848899
2020-11-15,2267.53586310178
2020-11-16,2268.104828506075
2020-11-17,2192.104636253984
2020-11-18,2210.5025821354816
2020-11-19,1989.5523589191034
2020-11-20,2042.7843330235899
2020-11-21,2094.769996096984
2020-11-22,1979.549367492881
2020-11-23,1951.4998578445895
2020-11-24,1895.903287271042
2020-11-25,1931.9429698793203
2020-11-26,1912.6892832903675
2020-11-27,1906.300779565221
2020-11-28,1928.4799566450245
2020-11-29,2047.2032717037403
2020-11-30,2044.172753803951
2020-12-01,2134.025395300528
2020-12-02,2127.2344149565733
2020-12-03,2077.543577991609
2020-12-04,2161.1044057863132
2020-12-05,2177.981627158682
2020-12-06,2279.537837028268
2020-12-07,2319.01613142241
2020-12-08,2333.902853780271
2020-12-09,2361.947435965827
2020-12-10,2369.8826531950986
2020-12-11,2393.9043616099225
2020-12-12,2363.999940184027
2020-12-13,2368.5195653466417
2020-12-14,2374.6045195624692
2020-12-15,2372.280014394648
2020-12-16,2411.3377760177013
2020-12-17,2490.5372583592434
2020-12-18,2428.869717444954
2020-12-19,2419.0669423871873
2020-12-20,2478.852862571385
2020-12-21,2486.391551850775
2020-12-22,2532.088580379021
2020-12-23,2565.0863465184216
2020-12-24,2690.677073526432
2020-12-25,2745.844479011892
2020-12-26,2790.5142662065846
2020-12-27,2851.770108779466
2020-12-28,2904.1112018538065
2020-12-29,2877.7629977518204
2020-12-30,3029.6805432220062
2020-12-31,3026.3467726370204
2021-01-01,2995.147922956394
2021-01-02,2959.7721082113626
2021-01-03,2967.1562282168234
2021-01-04,2948.4115173162645
2021-01-05,2941.787177092798
2021-01-06,2900.148231376586
2021-01-07,2880.6403992155188
2021-01-08,2844.145628458889
2021-01-09,2741.678496535263
2021-01-10,2738.3328667850815
2021-01-11,2694.742127901736
2021-01-12,2734.361956255967
2021-01-13,2716.793904858813
2021-01-14,2753.077986270015
2021-01-15,2777.616554506199
2021-01-16,2758.9706276125544
2021-01-17,2758.5798412952845
2021-01-18,2784.9507427358462
2021-01-19,2737.0828012145744
2021-01-20,2737.8451071600575
2021-01-21,2729.417552531478
2021-01-22,2763.6139027989593
2021-01-23,2751.6003396612455
2021-01-24,2715.7744362061217
2021-01-25,2697.2063814283197
2021-01-26,2690.865966926873
2021-01-27,2683.41292715436
2021-01-28,2827.298635462211
2021-01-29,2835.6608278408353
2021-01-30,2832.843839421607
2021-01-31,2876.5439866357606
2021-02-01,2889.123495680153
2021-02-02,2987.0652863271775
2021-02-03,2987.8306977805237
2021-02-04,3077.7885817125784
2021-02-05,3123.4501444661387
2021-02-06,3312.521770702419
2021-02-07,3347.219708537854
2021-02-08,3429.7104222630173
2021-02-09,3289.120821467304
2021-02-10,3301.1329271003283
2021-02-11,3322.391091963724
2021-02-12,3377.50609961909
2021-02-13,3410.199618662733
2021-02-14,3365.573513231308
2021-02-15,3321.699333203853
2021-02-16,3279.5044456283244
2021-02-17,3279.359127466593
2021-02-18,3159.5352993525735
2021-02-19,3168.229085447467
2021-02-20,3027.137404987212
2021-02-21,3039.8781507089857
2021-02-22,3023.615479254487
2021-02-23,3127.645347075635
2021-02-24,3095.007711865032
2021-02-25,3114.7816731347943
2021-02-26,3210.468139552104
2021-02-27,3181.4371078973804
2021-02-28,3133.392628247863
2021-03-01,3118.05617804201
2021-03-02,3032.1240483092283
2021-03-03,3049.350027873712
2021-03-04,3120.2470026512765
2021-03-05,3198.9438808478585
2021-03-06,3312.157555700795
2021-03-07,3267.5893654063184
2021-03-08,3294.9618772579033
2021-03-09,3324.257162873029
2021-03-10,3319.4671213128972
2021-03-11,3492.505406670971
2021-03-12,3599.4005942069857
2021-03-13,3673.439213738877
2021-03-14,3870.5225774803166
2021-03-15,3865.3126949801403
2021-03-16,3850.3752215744357
2021-03-17,3825.625843748219
2021-03-18,3772.5006181797685
2021-03-19,3825.129693420764
2021-03-20,3809.6084525422375
2021-03-21,3763.2766017095187
2021-03-22,3715.581311227834
2021-03-23,3705.6548823781454
2021-03-24,3704.8698655029475
2021-03-25,3647.19989146526
2021-03-26,3645.854780403626
2021-03-27,3752.216168318229
2021-03-28,3858.4528631929793
2021-03-29,3959.704584907509
2021-03-30,4008.064640899809
2021-03-31,3936.9294834379475
2021-04-01,3969.365288991599
2021-04-02,3985.4628713067445
2021-04-03,3903.127084708975
2021-04-04,3857.825791253372
2021-04-05,3889.107610076844
2021-04-06,3922.7850998186746
2021-04-07,3872.32745399072
2021-04-08,3872.830187436635
2021-04-09,3862.489772594706
2021-04-10,3779.8325313461314
2021-04-11,3795.5713126439646
2021-04-12,3800.7490961537983
2021-04-13,3793.7491576310663
2021-04-14,3852.8620580053703
2021-04-15,3998.134715343047
2021-04-16,4008.805568086873
2021-04-17,4016.5225246501104
2021-04-18,4051.5008225930956
2021-04-19,4024.9073247306173
2021-04-20,3923.7964634229957
2021-04-21,3883.7752792106953
2021-04-22,3866.856755373186
2021-04-23,3766.4301327875596
2021-04-24,3774.669295490356
2021-04-25,3789.502568597041
2021-04-26,3797.7283153400754
2021-04-27,3732.6325988069343
2021-04-28,3775.1290858999196
2021-04-29,3792.4262026294905
2021-04-30,3824.541039655092
2021-05-01,3940.1323546902854
2021-05-02,3997.095670639507
2021-05-03,4033.7315640430784
2021-05-04,4112.265993212525
2021-05-05,4133.528553866021
2021-05-06,4210.09183448128
2021-05-07,4228.456542503062
2021-05-08,4240.418427638945
2021-05-09,4292.510981441762
2021-05-10,4325.371446500196
2021-05-11,4286.023886072964
2021-05-12,4323.903444307011
2021-05-13,4271.073227692071
2021-05-14,4235.493563750565
2021-05-15,4180.558404824177
2021-05-16,4197.1987950823905
2021-05-17,4288.4888844411025
2021-05-18,4242.094665447007
2021-05-19,4246.830379941733
2021-05-20,4311.818847834458
2021-05-21,4344.494831926206
2021-05-22,4348.3063220454505
2021-05-23,4272.137626023056
2021-05-24,4231.729356763394
2021-05-25,4317.89918435579
2021-05-26,4371.492261334362
2021-05-27,4433.993608066682
2021-05-28,4422.734856462563
2021-05-29,4385.122193818693
2021-05-30,4331.727855664178
2021-05-31,4297.127509212772
2021-06-01,4198.561404506007
2021-06-02,4181.1264264594165
2021-06-03,4102.479979958881
2021-06-04,4155.209031886529
2021-06-05,4113.563421338537
2021-06-06,4057.4836998724495
2021-06-07,4123.1282575309315
2021-06-08,4152.934301458176
2021-06-09,4149.95618760991
2021-06-10,4188.916100226516
2021-06-11,4339.5544731524
2021-06-12,4415.690521867587
2021-06-13,4415.488215926417
2021-06-14,4358.646547103646
2021-06-15,4453.597706573843
2021-06-16,4500.278806411116
2021-06-17,4568.730103069312
2021-06-18,4561.047686441493
2021-06-19,4512.593249850671
2021-06-20,4528.79489746641
2021-06-21,4453.944817987852
2021-06-22,4476.540871947444
2021-06-23,4469.303144269688
2021-06-24,4449.91623177948
2021-06-25,4503.984847376883
2021-06-26,4589.78826062047
2021-06-27,4537.62829002453
2021-06-28,4577.751439404407
2021-06-29,4581.730952332363
2021-06-30,4597.985538379288
2021-07-01,4552.172273634275
2021-07-02,4464.969012251436
2021-07-03,4560.186239325927
2021-07-04,4526.414128511562
2021-07-05,4527.315800958267
2021-07-06,4530.213509855358
2021-07-07,4484.791055707626
2021-07-08,4449.175480390613
2021-07-09,4432.9940466323615
2021-07-10,4405.9984713960785
2021-07-11,4369.997070540845
2021-07-12,4402.782821663208
2021-07-13,4490.835510407308
2021-07-14,4610.279452092919
2021-07-15,4596.089800630642
2021-07-16,4548.922724419266
2021-07-17,4434.588511876336
2021-07-18,4348.961108258128
2021-07-19,4370.92175694969
2021-07-20,4289.837333343688
2021-07-21,4311.460254729343
2021-07-22,4347.211406944605
2021-07-23,4329.136389599865
2021-07-24,4220.463753404287
2021-07-25,4190.371767685235
2021-07-26,4088.5610388667046
2021-07-27,4092.0434531124774
2021-07-28,4119.869487479472
2021-07-29,4154.532119980603
2021-07-30,4213.190018747718
2021-07-31,4230.9158122831905
2021-08-01,4322.149220011502
2021-08-02,4335.742426101413
2021-08-03,4275.270268703253
2021-08-04,4329.598297469063
2021-08-05,4377.793376420968
2021-08-06,4363.049849539654
2021-08-07,4399.278180607985
2021-08-08,4343.683834201675
2021-08-09,4315.832730111522
2021-08-10,4381.296129770989
2021-08-11,4425.5682076428975
2021-08-12,4385.339239437883
2021-08-13,4416.459788641146
2021-08-14,4444.423802710084
2021-08-15,4465.669215747257
2021-08-16,4375.230274923354
2021-08-17,4333.848067253805
2021-08-18,4432.714613341213
2021-08-19,4477.880015571806
2021-08-20,4628.466722009187
2021-08-21,4652.383628329329
2021-08-22,4667.229855541474
2021-08-23,4654.782893087198
2021-08-24,4743.737241696316
2021-08-25,4755.464941854755
2021-08-26,4727.161621245902
2021-08-27,4701.393081502874
2021-08-28,4844.400889098169
2021-08-29,4944.841896573439
2021-08-30,4897.093279646492
2021-08-31,4853.110095981367
2021-09-01,4779.561038158524
2021-09-02,4852.910666218991
2021-09-03,4820.900666285066
2021-09-04,4885.051523376925
2021-09-05,4846.3756830015745
2021-09-06,4875.185014587915
2021-09-07,4837.6750015565
2021-09-08,4827.0884389942485
2021-09-09,4745.240064671334
2021-09-10,4617.960880812284
2021-09-11,4548.9168532067515
2021-09-12,4525.711552441258
2021-09-13,4496.446267762857
2021-09-14,4425.312189882227
2021-09-15,4433.279222107797
2021-09-16,4439.488039520502
2021-09-17,4464.421149204948
2021-09-18,4444.1456209020225
2021-09-19,4471.166540836736
2021-09-20,4539.138966458119
2021-09-21,4557.688732350237
2021-09-22,4684.660143246686
2021-09-23,4742.124606024235
2021-09-24,4786.016886477759
2021-09-25,4815.406729540401
2021-09-26,4844.752686885276
2021-09-27,4878.473115052688
2021-09-28,4804.6664528614465
2021-09-29,4872.0614926485405
2021-09-30,4823.5149652867685
2021-10-01,4918.801636532117
2021-10-02,4978.758186375671
2021-10-03,4885.074282038596
2021-10-04,4797.936356676156
2021-10-05,4780.253100469978
2021-10-06,4831.153090860761
2021-10-07,4892.52081742066
2021-10-08,4889.072825975446
2021-10-09,4931.763568936791
2021-10-10,4953.829887848377
2021-10-11,4863.839408863493
2021-10-12,4938.241473644509
2021-10-13,4821.579950773007
2021-10-14,4844.083859919009
2021-10-15,4916.896762509655
2021-10-16,5004.284636504386
2021-10-17,5019.124465252063
2021-10-18,5013.340984136132
2021-10-19,4949.546056236716
2021-10-20,5011.379557827269
2021-10-21,4998.744407744942
2021-10-22,5074.291234948116
2021-10-23,5123.867943880335
2021-10-24,5129.653950842036
2021-10-25,5167.5713901251065
2021-10-26,5009.1267582609225
2021-10-27,5086.570397485039
2021-10-28,5124.373891683469
2021-10-29,5161.400456844363
2021-10-30,5194.144833512958
2021-10-31,5213.9353222238715
2021-11-01,5228.258878867892
2021-11-02,5213.025707366679
2021-11-03,5180.077379449806
2021-11-04,5221.170671793011
2021-11-05,5244.4212219718875
2021-11-06,5389.480020521202
2021-11-07,5419.051873405774
2021-11-08,5424.09133678008
2021-11-09,5376.765244597434
2021-11-10,5324.133934946155
2021-11-11,5281.086515020054
2021-11-12,5236.94471221381
2021-11-13,5174.94085029132
2021-11-14,5251.060315213578
2021-11-15,5319.139524636942
2021-11-16,5360.6741887889675
2021-11-17,5335.9918738309025
2021-11-18,5285.884775518548
2021-11-19,5350.726718463961
2021-11-20,5382.394635198559
2021-11-21,5387.296595520147
2021-11-22,5396.8302080942885
2021-11-23,5427.064671647005
2021-11-24,5510.767440417145
2021-11-25,5489.945536358581
2021-11-26,5450.546074942057
2021-11-27,5466.295821214121
2021-11-28,5349.535756770775
2021-11-29,5304.269925341062
2021-11-30,5288.86609242561
2021-12-01,5301.756344214616
2021-12-02,5295.076435603433
2021-12-03,5294.564215010516
2021-12-04,5283.235134739444
2021-12-05,5233.163418839466
2021-12-06,5180.2182912900325
2021-12-07,5243.775195639528
2021-12-08,5245.517296658051
2021-12-09,5191.051504194988
2021-12-10,5229.25019759914
2021-12-11,5320.564388310639
2021-12-12,5292.34629366629
2021-12-13,5242.257487734564
2021-12-14,5173.113013916407
2021-12-15,5261.035342420102
2021-12-16,5282.525329536504
2021-12-17,5356.142307651922
2021-12-18,5364.116787838823
2021-12-19,5356.257965077583
2021-12-20,5376.973257515378
2021-12-21,5436.482139361981
2021-12-22,5549.914292133166
2021-12-23,5592.958307209912
2021-12-24,5544.446952318632
2021-12-25,5603.546826161815
2021-12-26,5649.568198435841
2021-12-27,5636.1278568491025
2021-12-28,5662.654756049731
2021-12-29,5693.723196953751
2021-12-30,5733.863956905985
2021-12-31,5786.300186644411
2022-01-01,5738.49353224594
2022-01-02,5779.704115116071
2022-01-03,5754.569178849372
2022-01-04,5648.77819046449
2022-01-05,5806.452116734134
2022-01-06,5887.93468792527
2022-01-07,5964.522852628256
2022-01-08,5968.162731052064
2022-01-09,6025.3217841372525
2022-01-10,5962.533832309985
2022-01-11,5999.048110383606
2022-01-12,6053.532465044078
2022-01-13,6111.16982436015
2022-01-14,6053.806881264244
2022-01-15,6072.33217644363
2022-01-16,6199.634800881241
2022-01-17,6157.346817614193
2022-01-18,6112.64107276825
2022-01-19,6039.048801849367
2022-01-20,6029.4967710550345
2022-01-21,6084.489572299676
2022-01-22,6168.31002640532
2022-01-23,6127.209877686696
2022-01-24,6144.1609578422795
2022-01-25,6071.1077617888595
2022-01-26,6101.367980578412
2022-01-27,6066.767830624688
2022-01-28,5978.563623301379
2022-01-29,5973.652463475366
2022-01-30,5957.726893649332
2022-01-31,5963.676657966622
2022-02-01,6046.034669526453
2022-02-02,6012.610331197956
2022-02-03,5985.240004342944
2022-02-04,6052.465852738546
2022-02-05,6039.97327626526
2022-02-06,6131.773166876569
2022-02-07,6140.356398333475
2022-02-08,6118.928930910053
2022-02-09,6181.962072323296
2022-02-10,6186.150900986427
2022-02-11,6193.719388014931
2022-02-12,6284.763434962591
2022-02-13,6260.697972993403
2022-02-14,6259.456056172931
2022-02-15,6283.037070095218
2022-02-16,6301.059554974319
2022-02-17,6233.474464484764
2022-02-18,6241.805581926131
2022-02-19,6316.459522122015
2022-02-20,6412.108433234504
2022-02-21,6433.5320778785435
2022-02-22,6445.748077986532
2022-02-23,6550.218690623568
2022-02-24,6520.408218137797
2022-02-25,6492.011303683528
2022-02-26,6511.17973963253
2022-02-27,6528.478054158592
2022-02-28,6522.945494511155
2022-03-01,6647.82032985158
2022-03-02,6667.701926246541
2022-03-03,6640.8996126235825
2022-03-04,6553.048130037888
2022-03-05,6511.533161083589
2022-03-06,6540.5021610651265
2022-03-07,6483.365823916908
2022-03-08,6513.764648251927
2022-03-09,6545.142052911157
2022-03-10,6592.354004277036
2022-03-11,6546.625338233321
2022-03-12,6616.817133819059
2022-03-13,6487.810746842916
2022-03-14,6504.648542153961
2022-03-15,6510.764744256121
2022-03-16,6564.292973783843
2022-03-17,6628.834133924324
2022-03-18,6619.459782374146
2022-03-19,6632.93353240594
2022-03-20,6598.747792136077
2022-03-21,6633.783712294145
2022-03-22,6637.28439441779
2022-03-23,6706.449776277593
2022-03-24,6581.628406940981
2022-03-25,6626.939157672802
2022-03-26,6668.003243853343
2022-03-27,6667.067420887749
2022-03-28,6716.5842404414025
2022-03-29,6702.4451190182435
2022-03-30,6808.177887811157
2022-03-31,6842.171151495603
2022-04-01,6862.922758012035
2022-04-02,6834.1818652615375
2022-04-03,6834.270743115019
2022-04-04,6880.171318118936
2022-04-05,6976.9986957885
2022-04-06,7064.001046634792
2022-04-07,7078.706932638292
2022-04-08,7049.897137606455
2022-04-09,7023.989074175025
2022-04-10,7046.873731559106
2022-04-11,6947.140564753056
2022-04-12,6993.32765487573
2022-04-13,7001.457109084819
2022-04-14,6983.36328014546
2022-04-15,7016.646024285416
2022-04-16,6899.988392086788
2022-04-17,6892.493462258568
2022-04-18,6899.8120445313325
2022-04-19,6869.550870008192
2022-04-20,6886.599982746408
2022-04-21,6883.473180370692
2022-04-22,6975.398205364752
2022-04-23,6960.422174895335
2022-04-24,6973.230343916545
2022-04-25,7016.548475425723
2022-04-26,7059.1621030807
2022-04-27,7019.015421586974
2022-04-28,7076.353926329943
2022-04-29,7127.08432431245
2022-04-30,7125.171326282703
2022-05-01,7119.02691749423
2022-05-02,7175.109914168064
2022-05-03,7310.8422629543375
2022-05-04,7239.912642736315
2022-05-05,7288.497779683302
2022-05-06,7228.339330630785
2022-05-07,7305.031970528941
2022-05-08,7384.866956177792
2022-05-09,7448.222851055864
2022-05-10,7463.962063399347
2022-05-11,7432.343416798082
2022-05-12,7405.456088326207
2022-05-13,7460.554410386572
2022-05-14,7447.495862228094
2022-05-15,7411.001801669475
2022-05-16,7352.398443370958
2022-05-17,7439.107054274209
2022-05-18,7465.433357884613
2022-05-19,7398.6249735252995
2022-05-20,7341.236779060525
2022-05-21,7286.647646920973
2022-05-22,7296.339281663503
2022-05-23,7355.17670488407
2022-05-24,7420.259712542767
2022-05-25,7397.248578752237
2022-05-26,7429.455462046127
2022-05-27,7431.341923493612
2022-05-28,7543.80117196172
2022-05-29,7449.498765259582
2022-05-30,7483.304265865213
2022-05-31,7538.450615883051
2022-06-01,7589.70810598386
2022-06-02,7703.140031707136
2022-06-03,7749.544064396415
2022-06-04,7791.180459302185
2022-06-05,7795.223010965255
2022-06-06,7918.045075196836
2022-06-07,7904.898748472224
2022-06-08,7896.2930226025155
2022-06-09,7877.51861933678
2022-06-10,7922.92289832799
2022-06-11,7909.595637974741
2022-06-12,7871.600926849679
2022-06-13,7822.4762980216465
2022-06-14,7702.29612474843
2022-06-15,7709.818054203017
2022-06-16,7621.830376475274
2022-06-17,7617.6476052343505
2022-06-18,7484.58896896696
2022-06-19,7404.656145165108
2022-06-20,7371.2182973841445
2022-06-21,7382.537299190873
2022-06-22,7366.5531845413
2022-06-23,7391.455423355998
2022-06-24,7489.694513481052
2022-06-25,7526.244865487701
2022-06-26,7556.217424944294
2022-06-27,7605.934539441519
2022-06-28,7707.22467025679
2022-06-29,7685.658684458299
2022-06-30,7821.014320243109
2022-07-01,7881.814163560812
2022-07-02,7960.691570612526
2022-07-03,7948.329095628134
